,Isolate.ID,Project,Primary.ioslation.date,Date.Extracted.x,Date,Location,Current.Isolate.Status,Phytophthora.likely.x,Morphology,Species,Ready.to.Extract,Media,Backup.Location,Notes.x,Sample.Extraction.Number,Sample.Number..Soil.or.Tissue.,Secondary.Isolation.Number,Sample.Substrate,Priority,Date.Extracted.y,Extraction.Kit,Qubit..ng.ul.,Notes.y,PCR.Amplification.Date,Successful.Amplification.,Tentative.Results..Internal.NCBI.Oomcycete.including.voucher.blast.,Genus,Oomycete,Sample,Isolate Number,Collection.Date,iNat.User,url,place_guess,latitude,longitude,scientific_name,common_name,plant.health.condition,plant.symptom,Dieback.percent,site.type,site.area.disturbance.level,site.hydrology,site.location.description,slope.position,percent.of.plants..of.same.species..affected.within.sight....,regeneration.present.,soil.sample.number,Phytophthora.likely.y,Notes,Notes.Extra
163,FZJ090-1 Soil,Swordfern Soil Bait Isolates,,,4/22/25,Soil Swordfern Isolates on PARPHV8,secondary,,,Phytophthora pseudosyringae,no,PARPHV8,,,FHL0231,FZJ090,1,Soil,,6/4/25,Prepman,0.345,,6/12/25,y,Phytophthora pseudosyringae,Phytophthora,Oomycete,FZJ090,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 1",Yes,Dying ,
164,FZJ090-2 Soil,Swordfern Soil Bait Isolates,4/9/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium senticosum,yes,V8B,,,FHL0181,FZJ090,2,Soil,,5/1/25,Prepman,24.7,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ090,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 1",Yes,Dying ,
165,FZJ090-3 Soil,Swordfern Soil Bait Isolates,4/11/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Phytopythium sp. 1,yes,V8B,,,FHL0182,FZJ090,3,Soil,,5/1/25,Prepman,10.5,,6/10/25,y,Phytopythium sp. 1,Phytopythium,Oomycete,FZJ090,3 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 1",Yes,Dying ,
166,FZJ091-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 12,Pythium senticosum,yes,V8B,,,FHL0183,FZJ091,1,Soil,,5/1/25,Prepman,20.2,,6/10/25,y,Pythium senticosum,Pythium,Oomycete,FZJ091,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 2","Yes, overgrown",Healthy,
167,FZJ091-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 12,Pythium senticosum,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ091,2 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 2","Yes, overgrown",Healthy,
168,FZJ092-1 Soil,Swordfern Soil Bait Isolates,4/14/25,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ092,1 Soil,2/27/25,figgywiggums,https://www.inaturalist.org/observations/263786295,"NE Mountain Lake Dr, Belfair, WA, US",47.5202,-122.828,Polystichum munitum,western sword fern,No Selection,No Selection,15,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Floodplain or valley bottom,7,Yes there are new plants,"belfair site 4, fern 3",,Dead,
169,FZJ093-1 Soil,Swordfern Soil Bait Isolates,4/9/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ093,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263787239,"Tradition Plateau NRCA, Issaquah, WA, US",47.53158,-121.999,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,8,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Lower slope,20,No there are not any new plants,"swamp trail site 1, fern 1",Yes,Healthy,
170,FZJ093-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 13,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ093,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263787239,"Tradition Plateau NRCA, Issaquah, WA, US",47.53158,-121.999,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,8,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Lower slope,20,No there are not any new plants,"swamp trail site 1, fern 1",Yes,Healthy,
171,FZJ094-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ094,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263787239,"Tradition Plateau NRCA, Issaquah, WA, US",47.53158,-121.999,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,8,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Lower slope,20,No there are not any new plants,"swamp trail site 1, fern 2",Yes,Dying ,
172,FZJ095-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,FHL0184,FZJ095,1,Soil,,5/1/25,Prepman,32.4,,6/10/25,y,Globisporangium intermedium,Globisporangium,Oomycete,FZJ095,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263787239,"Tradition Plateau NRCA, Issaquah, WA, US",47.53158,-121.999,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,8,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Lower slope,20,No there are not any new plants,"swamp trail site 1, fern 3",Yes,Dead,
173,FZJ095-2 Soil,Swordfern Soil Bait Isolates,4/9/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ095,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263787239,"Tradition Plateau NRCA, Issaquah, WA, US",47.53158,-121.999,Polystichum munitum,western sword fern,Fair,Collapse of Some Fronds,8,Rural,"Medium (moderately used trails, etc)",Seasonally flooded area,Forest edge,Lower slope,20,No there are not any new plants,"swamp trail site 1, fern 3",Yes,Dead,
174,FZJ096-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 13,Phytophthora plurivora,yes,V8B,.,,FHL0185,FZJ096,1,Soil,,5/1/25,Prepman,9.43,,5/22/25,y,Phytophthora plurivora,Phytophthora,Oomycete,FZJ096,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 1",Yes,Dying ,
175,FZJ097-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ097,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 2",,Healthy,
176,FZJ097-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 26,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ097,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 2",,Healthy,
177,FZJ097-3 Soil,Swordfern Soil Bait Isolates,4/10/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Globisporangium intermedium,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ097,3 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 2",,Healthy,
178,FZJ098-1 Soil,Swordfern Soil Bait Isolates,,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0187,FZJ098,1,Soil,,5/1/25,Prepman,22.3,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ098,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 3",,Dead,
179,FZJ098-2 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 13,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ098,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 3",,Dead,
180,FZJ098-3 Soil,Swordfern Soil Bait Isolates,4/11/25,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 13,Phytophthora plurivora,yes,V8B,.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ098,3 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900510,"Tradition Plateau NRCA, Issaquah, WA, US",47.53171,-122.002,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),15,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,5,Yes there are new plants,"swamp trail site 2, fern 3",,Dead,
181,FZJ100-1 Soil,Swordfern Soil Bait Isolates,4/9/25,5/1/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0188,FZJ100,1,Soil,,5/1/25,Prepman,22.7,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ100,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900572,"Tradition Plateau NRCA, Issaquah, WA, US",47.53183,-122.003,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),40,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,50,Yes there are new plants,"Swamp trail site 3, fern 2",,Dying ,
182,FZJ100-2 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Phytophthora nemrosa,yes,V8B,,,FHL0189,FZJ100,2,Soil,,5/6/25,Prepman,9.87,,6/12/25,y,Phytophthora nemrosa,Phytophthora,Oomycete,FZJ100,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900572,"Tradition Plateau NRCA, Issaquah, WA, US",47.53183,-122.003,Polystichum munitum,western sword fern,Poor,Multiple Symptoms (Please describe in Notes),40,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,50,Yes there are new plants,"Swamp trail site 3, fern 2",,Dying ,
183,FZJ102-1 Soil,Swordfern Soil Bait Isolates,4/14/25,,4/14/25,Soil Swordfern Isolates on PARPHV8,secondary,,,Mortierella,no,PARPHV8,,,FHL0228,FZJ102,1,Soil,,6/4/25,Prepman,1.67,,6/12/25,,,,Fungi,FZJ102,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900616,"Tradition Plateau NRCA, Issaquah, WA, US",47.53243,-122.007,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,3,No there are not any new plants,"swamp trail site 4, fern 1",,Healthy,
184,FZJ104-1 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0190,FZJ104,1,Soil,,5/6/25,Prepman,35.8,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ104,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900616,"Tradition Plateau NRCA, Issaquah, WA, US",47.53243,-122.007,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,3,No there are not any new plants,"swamp trail site 4,fern 3",,Healthy,
185,FZJ104-2 Soil,Swordfern Soil Bait Isolates,4/14/25,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Mortierella,yes,V8B,,,FHL0191,FZJ104,2,Soil,,5/6/25,Prepman,11.5,,5/22/25,y,,,Fungi,FZJ104,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900616,"Tradition Plateau NRCA, Issaquah, WA, US",47.53243,-122.007,Polystichum munitum,western sword fern,Good,Healthy,2,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Forest edge,Lower slope,3,No there are not any new plants,"swamp trail site 4,fern 3",,Healthy,
186,FZJ105-1 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0192,FZJ105,1,Soil,,5/6/25,Prepman,26.1,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ105,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 1",,Dying ,
187,FZJ105-2 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,Group 27,Phytophthora abietivora,yes,V8B,.,,FHL0193,FZJ105,2,Soil,,5/6/25,Prepman,29.3,,5/22/25,y,Phytophthora flexuosa?,Phytophthora,Oomycete,FZJ105,2 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 1",,Dying ,
188,FZJ105-3 Soil,Swordfern Soil Bait Isolates,4/10/25,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Pythium attrantheridium,yes,V8B,,,FHL0194,FZJ105,3,Soil,,5/6/25,Prepman,33.2,,6/12/25,,Pythium attrantheridium,Pythium,Oomycete,FZJ105,3 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 1",,Dying ,
189,FZJ106-1 Root,Swordfern Roots,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 27,Phytophthora abietivora,yes,V8B,.,,FHL0195,FZJ106,1,Root,Y,5/6/25,Prepman,5.13,,"5/8/2025, 5/16/25",y,,,Fungi,FZJ106,1 Root,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 2",,Healthy,
190,FZJ106-1 Root,Swordfern Roots,,5/6/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,FHL0195,FZJ106,1,Root,Y,5/6/25,Prepman,5.13,,"5/8/2025, 5/16/25",y,,,Fungi,FZJ106,1 Root,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 2",,Healthy,
191,FZJ106-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,unknown,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ106,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 2",,Healthy,
192,FZJ106-2 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,Mortierella,N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ106,2 Root,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 2",,Healthy,
193,FZJ107-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,unknown,yes,V8B,,not enough mycelia growth to extract,,FZJ107,1,Soil,,5/6/25,Prepman,NA,Not enough mycelia growth to extract,,,,,,FZJ107,1 Soil,3/3/25,figgywiggums,https://www.inaturalist.org/observations/263900677,"Mercer Island, Mercer Island, WA, US",47.58366,-122.225,Polystichum munitum,western sword fern,Good,Browning fronds,4,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Inside a forest canopy,Middle of a slope,3,Not Sure,"Luther Burbank site 1, fern 3",Yes,Dead,
194,FZJ108-1 Soil,Swordfern Soil Bait Isolates,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ108,1 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263911651,"Olympic Pl, Port Ludlow, WA, US",47.92803,-122.684,Polystichum munitum,western sword fern,Fair,Browning fronds,10,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Urban yard or open park grounds,Area is flat (e.g. field),12,No there are not any new plants,"Portl Ludlow site 1, fern 1",,dying,
195,FZJ108-2 Soil,Swordfern Soil Bait Isolates,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ108,2 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263911651,"Olympic Pl, Port Ludlow, WA, US",47.92803,-122.684,Polystichum munitum,western sword fern,Fair,Browning fronds,10,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Urban yard or open park grounds,Area is flat (e.g. field),12,No there are not any new plants,"Portl Ludlow site 1, fern 1",,dying,
196,FZJ109-1 Soil,Swordfern Soil Bait Isolates,,,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 14,Elongisporangium anandrum ,yes,V8B,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ109,1 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263911651,"Olympic Pl, Port Ludlow, WA, US",47.92803,-122.684,Polystichum munitum,western sword fern,Fair,Browning fronds,10,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Urban yard or open park grounds,Area is flat (e.g. field),12,No there are not any new plants,"Portl Ludlow site 1, fern 2",,,
197,FZJ109-2 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,Group 14,Elongisporangium anandrum ,yes,V8B,,,FHL0196,FZJ109,2,Soil,,5/6/25,Prepman,31.6,,6/12/25,,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ109,2 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263911651,"Olympic Pl, Port Ludlow, WA, US",47.92803,-122.684,Polystichum munitum,western sword fern,Fair,Browning fronds,10,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Urban yard or open park grounds,Area is flat (e.g. field),12,No there are not any new plants,"Portl Ludlow site 1, fern 2",,,
198,FZJ112-1 Root,Swordfern Roots,,,3/18/25,Clean oomycetes on V8,"growing, secondary",,,unknown,N/A,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ112,1 Root,3/4/25,imontejano05,https://www.inaturalist.org/observations/263916171,"Keller Ln, Port Ludlow, WA, US",47.93155,-122.685,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),10,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,12,No there are not any new plants,"Port Ludlow site 2, fern 1",,healthy,
199,FZJ112-1 Soil,Swordfern Soil Bait Isolates,4/9/25,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Elongisporangium anandrum ,yes,V8B,,,FHL0197,FZJ112,1,Soil,,5/6/25,Prepman,33.3,,6/12/25,,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ112,1 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263916171,"Keller Ln, Port Ludlow, WA, US",47.93155,-122.685,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),10,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,12,No there are not any new plants,"Port Ludlow site 2, fern 1",,healthy,
200,FZJ112-2 Root,Swordfern Roots,,,3/18/25,Clean oomycetes on V8,"growing, secondary",,,unknown,N/A,PARPHV8,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ112,2 Root,3/4/25,imontejano05,https://www.inaturalist.org/observations/263916171,"Keller Ln, Port Ludlow, WA, US",47.93155,-122.685,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),10,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,12,No there are not any new plants,"Port Ludlow site 2, fern 1",,healthy,
201,FZJ112-2 Soil,Swordfern Soil Bait Isolates,,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,,,Elongisporangium anandrum ,yes,V8B,,,FHL0198,FZJ112,2,Soil,,5/6/25,Prepman,43.2,,6/12/25,,Elongisporangium anandrum ,Elongisporangium,Oomycete,FZJ112,2 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263916171,"Keller Ln, Port Ludlow, WA, US",47.93155,-122.685,Polystichum munitum,western sword fern,Fair,Multiple Symptoms (Please describe in Notes),10,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,12,No there are not any new plants,"Port Ludlow site 2, fern 1",,healthy,
202,FZJ115-1 Root,Swordfern Roots,,4/2/25,3/17/25,Clean oomycetes on V8,final,,,"unknown, low quality sequence",N/A,V8,Clean oomycetes on V8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FZJ115,1 Root,3/4/25,imontejano05,https://www.inaturalist.org/observations/263917967,"Oak Bay Rd, Port Ludlow, WA, US",47.93093,-122.685,Polystichum munitum,western sword fern,Good,No Selection,7,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,5,No there are not any new plants,"Port Ludlow site 3 , fern 1",,healthy,
203,FZJ115-1 Soil,Swordfern Soil Bait Isolates,4/14/25,5/6/25,4/18/25,V8 Broth Racks & Soil Swordfern Isolates,final,Y,,Mortierella,yes,V8B,,,FHL0199,FZJ115,1,Soil,,5/6/25,Prepman,17.4,,5/22/25,y,,,Fungi,FZJ115,1 Soil,3/4/25,imontejano05,https://www.inaturalist.org/observations/263917967,"Oak Bay Rd, Port Ludlow, WA, US",47.93093,-122.685,Polystichum munitum,western sword fern,Good,No Selection,7,Rural,"Medium (moderately used trails, etc)",Upland or well drained,Urban yard or open park grounds,Middle of a slope,5,No there are not any new plants,"Port Ludlow site 3 , fern 1",,healthy,
